,XP_num,H0_coef,log_pvalue_init,est_cox_coef_init,est_cox_coef_se_init,log_pvalue_HI-VAE_weibull,est_cox_coef_HI-VAE_weibull,est_cox_coef_se_HI-VAE_weibull,J-S distance_HI-VAE_weibull,KS test_HI-VAE_weibull,Survival curves distance_HI-VAE_weibull,Detection XGB_HI-VAE_weibull,NNDR_HI-VAE_weibull,K-map score_HI-VAE_weibull,log_pvalue_HI-VAE_piecewise,est_cox_coef_HI-VAE_piecewise,est_cox_coef_se_HI-VAE_piecewise,J-S distance_HI-VAE_piecewise,KS test_HI-VAE_piecewise,Survival curves distance_HI-VAE_piecewise,Detection XGB_HI-VAE_piecewise,NNDR_HI-VAE_piecewise,K-map score_HI-VAE_piecewise
0,0,0.0,0.044912149284917706,-0.004854257405686357,0.08836573298713107,20.040687009169915,0.5444941252278652,0.09177949854659903,0.01702401560743928,0.7869706840390881,0.1237164578711834,0.9866895231980729,0.4369769710504835,1.0,71.57675013291941,1.1524389393221706,0.10243447611487366,0.02110367981858996,0.757871878393051,0.32978207015051203,0.9909917644321514,0.4694873932564407,1.0
1,0,0.0,0.044912149284917706,-0.004854257405686357,0.08836573298713107,20.180623591818886,0.5458482066684224,0.09168827335032631,0.017620405646969088,0.7850162866449512,0.11149330508469492,0.9858101626334905,0.539060701947353,1.0,73.43373675013028,1.1386075895577155,0.10000855238746016,0.02161245283556397,0.7528773072747014,0.2960436875157301,0.9918910326996464,0.4924087694950913,1.0
2,0,0.0,0.044912149284917706,-0.004854257405686357,0.08836573298713107,22.086079251420223,0.5780949159744923,0.0925590989868247,0.01789192806481364,0.7802388707926167,0.14329400428629113,0.9900445932545238,0.4366802451498696,1.0,68.47931958413244,1.1240539191208359,0.10220367219894345,0.021618558026009007,0.7598262757871879,0.30201773990652186,0.990813217221656,0.5265606815077011,3.0
3,0,0.0,0.044912149284917706,-0.004854257405686357,0.08836573298713107,20.108033232867392,0.5457789759172127,0.09185951229533987,0.017909147251452835,0.7813246471226928,0.12702625638953205,0.9846667139474611,0.5045986669755782,2.0,80.84693625028093,1.214425526933426,0.10189906414603811,0.021554665695597233,0.7574375678610206,0.331347309343227,0.9918502841202473,0.4601830243210582,1.0
4,0,0.0,0.044912149284917706,-0.004854257405686357,0.08836573298713107,26.434915128378083,0.6439767648993032,0.09391697917759084,0.017959813188786665,0.7841476655808903,0.16210930786396946,0.985196756537503,0.42874581884655477,1.0,72.33573747703808,1.1264579621676614,0.0994990037317368,0.02249860112186269,0.7472312703583062,0.28743469486960715,0.9910648630287828,0.3925424807070648,1.0
5,0,0.0,0.044912149284917706,-0.004854257405686357,0.08836573298713107,20.24719740400582,0.5530616340683804,0.09274591554222379,0.01762789000062741,0.7850162866449513,0.13172397308880182,0.9845245605063524,0.4391089576938204,1.0,67.53902799909028,1.1018661073886384,0.10055950532000475,0.020686880325822925,0.7580890336590663,0.29503352637468827,0.9903354323517591,0.4577148533981325,2.0
6,0,0.0,0.044912149284917706,-0.004854257405686357,0.08836573298713107,26.93612028967407,0.6531135456672205,0.09436901119630796,0.019165868121242272,0.7808903365906624,0.14281248926682835,0.9874373062887191,0.5533558357274148,1.0,84.30877181801694,1.2523374770158244,0.10302772672410321,0.021931385614668893,0.7515743756786102,0.3429962274345697,0.9883925649706549,0.5139660091609765,1.0
7,0,0.0,0.044912149284917706,-0.004854257405686357,0.08836573298713107,22.92507085598413,0.5929429883920877,0.09315741775794377,0.018181475185942174,0.779370249728556,0.13708735470242275,0.984977771805467,0.5327715353401508,1.0,80.12296448638465,1.2121834526853004,0.1023102805067945,0.023101131218907566,0.7507057546145494,0.31500062384122457,0.992894816407431,0.5176983698705424,1.0
8,0,0.0,0.044912149284917706,-0.004854257405686357,0.08836573298713107,19.831687133847343,0.5425044103122987,0.09197170721610434,0.017465814416303693,0.78914223669924,0.12263895203006692,0.9853504191193578,0.4903907130907889,2.0,60.35092996738718,1.0349871944614346,0.0998096701489357,0.020867889021981313,0.7617806731813247,0.28848005864890275,0.9891764307728295,0.46115816440616353,1.0
9,0,0.0,0.044912149284917706,-0.004854257405686357,0.08836573298713107,18.31799048472103,0.52089783257232,0.09211827348199739,0.017572006438931035,0.7878393051031486,0.12079785158802978,0.9870758570577163,0.5420421730373641,1.0,81.45063653985352,1.2206887707978062,0.10205936532450925,0.02207580691610051,0.7491856677524429,0.32315747540286094,0.9918110908301387,0.4808790769621134,2.0
10,0,0.0,0.044912149284917706,-0.004854257405686357,0.08836573298713107,23.189044547783276,0.5961556207370948,0.09308181070143506,0.017649341678197636,0.7830618892508144,0.14095592393745487,0.9877580069403229,0.48017763095247645,1.0,73.64502001725157,1.150670964306333,0.10080961311867756,0.02127851760552917,0.7509229098805646,0.3092416157197821,0.9921339688867489,0.47648673626901766,3.0
11,0,0.0,0.044912149284917706,-0.004854257405686357,0.08836573298713107,17.485651796339184,0.5061011994473085,0.09176829050366908,0.01818233300431257,0.7832790445168294,0.11782645789126761,0.9852698551341343,0.43301019437653154,1.0,70.69557844894588,1.1311816864409217,0.10127387181373426,0.022619165782471744,0.7554831704668838,0.30263252239529204,0.9913015780587252,0.5284137482722588,1.0
12,0,0.0,0.044912149284917706,-0.004854257405686357,0.08836573298713107,22.652072189964983,0.5854934001053422,0.09252242398899957,0.017408898240379937,0.7874049945711185,0.13753421495062468,0.9862577748911608,0.4715876393794412,3.0,76.86648853566363,1.1873781686659821,0.10192366735685619,0.02174119934767016,0.7559174809989142,0.32517090300966517,0.99175945522571,0.5156221127774363,1.0
13,0,0.0,0.044912149284917706,-0.004854257405686357,0.08836573298713107,13.70010333120045,0.4386065327842137,0.09075185253544286,0.015833510002098296,0.7895765472312702,0.1017545600636764,0.9853952114509107,0.5475196547353672,1.0,75.78905414553994,1.1634938885950667,0.10055916586757027,0.019673487739482798,0.7674267100977198,0.3009960618921893,0.9889138979406725,0.5005679631681992,1.0
14,0,0.0,0.044912149284917706,-0.004854257405686357,0.08836573298713107,20.660102262009197,0.5561041661618397,0.09226214639535041,0.01778016026992953,0.788056460369164,0.1280818965099466,0.9862223142953482,0.486657377042397,2.0,75.2748044403926,1.1743661616659977,0.10188937055090408,0.021916182928617155,0.7541802388707927,0.3148123554765346,0.9915302055843594,0.4689445640794139,2.0
15,0,0.0,0.044912149284917706,-0.004854257405686357,0.08836573298713107,16.454779117590455,0.4913901796996097,0.092044386384823,0.01724794959956312,0.7811074918566777,0.1205291418006071,0.9875194255632325,0.4883275943277138,1.0,71.4611822513749,1.1279746168515967,0.10038300277721544,0.02115553515114185,0.7563517915309446,0.2960802668216329,0.9903313885996051,0.45517858220844076,1.0
