,XP_num,aug_perc,log_pvalue_init,est_cox_coef_init,est_cox_coef_se_init,log_pvalue_HI-VAE_weibull,log_pvalue_control_HI-VAE_weibull,est_cox_coef_HI-VAE_weibull,est_cox_coef_se_HI-VAE_weibull,J-S distance_HI-VAE_weibull,KS test_HI-VAE_weibull,Survival curves distance_HI-VAE_weibull,Detection XGB_HI-VAE_weibull,NNDR_HI-VAE_weibull,K-map score_HI-VAE_weibull,log_pvalue_HI-VAE_piecewise,log_pvalue_control_HI-VAE_piecewise,est_cox_coef_HI-VAE_piecewise,est_cox_coef_se_HI-VAE_piecewise,J-S distance_HI-VAE_piecewise,KS test_HI-VAE_piecewise,Survival curves distance_HI-VAE_piecewise,Detection XGB_HI-VAE_piecewise,NNDR_HI-VAE_piecewise,K-map score_HI-VAE_piecewise,log_pvalue_Surv-GAN,log_pvalue_control_Surv-GAN,est_cox_coef_Surv-GAN,est_cox_coef_se_Surv-GAN,J-S distance_Surv-GAN,KS test_Surv-GAN,Survival curves distance_Surv-GAN,Detection XGB_Surv-GAN,NNDR_Surv-GAN,K-map score_Surv-GAN,log_pvalue_Surv-VAE,log_pvalue_control_Surv-VAE,est_cox_coef_Surv-VAE,est_cox_coef_se_Surv-VAE,J-S distance_Surv-VAE,KS test_Surv-VAE,Survival curves distance_Surv-VAE,Detection XGB_Surv-VAE,NNDR_Surv-VAE,K-map score_Surv-VAE,log_pvalue_HI-VAE_weibull_prior,log_pvalue_control_HI-VAE_weibull_prior,est_cox_coef_HI-VAE_weibull_prior,est_cox_coef_se_HI-VAE_weibull_prior,J-S distance_HI-VAE_weibull_prior,KS test_HI-VAE_weibull_prior,Survival curves distance_HI-VAE_weibull_prior,Detection XGB_HI-VAE_weibull_prior,NNDR_HI-VAE_weibull_prior,K-map score_HI-VAE_weibull_prior,log_pvalue_HI-VAE_piecewise_prior,log_pvalue_control_HI-VAE_piecewise_prior,est_cox_coef_HI-VAE_piecewise_prior,est_cox_coef_se_HI-VAE_piecewise_prior,J-S distance_HI-VAE_piecewise_prior,KS test_HI-VAE_piecewise_prior,Survival curves distance_HI-VAE_piecewise_prior,Detection XGB_HI-VAE_piecewise_prior,NNDR_HI-VAE_piecewise_prior,K-map score_HI-VAE_piecewise_prior
0,0,0.0,6.754960149846715,-0.6844407243894447,0.2149187172226165,7.487440352144334,0.14576504009006624,-0.7183734977335765,0.21272361402420698,0.005571090207222032,0.9596659839294155,0.007259647745254623,0.9146635812528517,0.09674043311969967,5.0,9.154471048039571,0.6748414751149542,-0.7994491314922688,0.21173690550559138,0.006122551771034595,0.954151567669765,0.010530102403607026,0.9098000130369599,0.10464424940258128,3.0,6.613562084247165,0.0566021510273089,-0.6800838954456312,0.21613270512095317,0.01063885295155907,0.9114542303450449,0.016216470405474158,0.9244887556221888,0.11946367472004929,11.0,8.353173590614622,0.4109321332482261,-0.7646812335284466,0.21295751357775547,0.008145155816180112,0.9257917126201355,0.00614958265979167,0.9515890750277036,0.09901923237589678,1.0,1.1530222374134977,3.9255884888700936,-0.23429632778063775,0.23409367182721677,0.006005335684452789,0.9566724436741768,0.02983447389972714,0.9082321882536993,0.11625495787622948,3.0,1.489731739325732,3.2250676001948633,-0.2796912763998976,0.23152395912064352,0.005770660839630292,0.9549393414211438,0.02699098547891563,0.9124183560393716,0.0836693226976195,3.0
1,0,0.0,6.754960149846715,-0.6844407243894447,0.2149187172226165,7.310666240260714,0.10383253964269157,-0.7121903199294707,0.21379191284212595,0.005429384351753351,0.9598235386796913,0.0077725241427603,0.9173789192360342,0.08590848263385961,3.0,3.3546707435388003,1.3734980999538855,-0.4669842115518697,0.22343641116173824,0.005597821739260895,0.9506853631636993,0.015415729159267871,0.9125734958607653,0.12260111385052923,2.0,6.4000153587740884,0.043892335229303206,-0.6712631172258358,0.21737225199196655,0.010514057318431087,0.9049944855837405,0.007818858372255585,0.9308235447493644,0.12911638973312325,7.0,4.408308493724493,0.829580010955877,-0.5538188218001284,0.22365573067761374,0.007870493806052007,0.9231132818654483,0.01610035337275379,0.9629958933576688,0.0804158577055955,4.0,5.729550598408911,0.27227814641211895,-0.627765842231478,0.2168224635635931,0.0053962745566739296,0.9563573341736252,0.006748033558617014,0.9164625513330291,0.08547424278416518,1.0,4.455284039941645,0.7655625748863274,-0.546997730944332,0.2194864147270628,0.004254861955901207,0.9544666771703167,0.01083492667945372,0.914862916367903,0.08304303450972213,1.0
2,0,0.0,6.754960149846715,-0.6844407243894447,0.2149187172226165,4.191501716180138,0.9228980071343591,-0.5288081775587692,0.22023351750445835,0.00459115013880218,0.962186859933827,0.011488602151031455,0.9005534189427026,0.1336721959097038,4.0,11.665194886734952,1.4639895442145856,-0.8958251856580948,0.208111044897852,0.005051912408693676,0.9566724436741768,0.01596978796871548,0.9148929013753992,0.08304295387832622,2.0,8.054541712269902,0.36828595404485626,-0.7570162118191692,0.21515534987293916,0.010185945493313968,0.9067275878367732,0.007884346613429207,0.9289098494231144,0.12522586206235234,11.0,5.827716654992551,0.27693444788333366,-0.6390969534165382,0.21852690564446145,0.007349170862247557,0.924373719867654,0.005615829428674169,0.9550669447884754,0.09480574520227626,1.0,4.819794413114999,0.6419186578822156,-0.5721204745385402,0.21892251168426274,0.0050883247222088925,0.9585631006774854,0.009135059570149028,0.9111881885144385,0.09395394729918695,4.0,5.9846854125511655,0.18928204154267864,-0.6418450879264388,0.21612074744434,0.0046337293263647526,0.9566724436741768,0.006528830753290703,0.9277825435108532,0.11086697966369556,2.0
3,0,0.0,6.754960149846715,-0.6844407243894447,0.2149187172226165,8.329588724172016,0.3948374024753032,-0.7586951570384899,0.21165827133522538,0.005529940870264733,0.9569875531747282,0.012192314940254563,0.9292485496382245,0.11979123637183323,2.0,5.060304591175446,0.5805420167684301,-0.5868708249713877,0.21812411815020363,0.006035317712974736,0.950842917913975,0.01092700519087907,0.9033860895639136,0.10878471127026237,2.0,8.275416785216306,0.47562087087275134,-0.7682442521505609,0.2150927879963415,0.010818825283829098,0.9043642665826375,0.00972287716634903,0.9274374551854507,0.12209773643861316,9.0,8.249933289136136,0.38564102160696356,-0.7619524012309853,0.21367445841417015,0.008308717744120038,0.9220103986135182,0.008198319185312424,0.9603503031093149,0.10237899042557025,2.0,7.985031614499117,0.31761809747314884,-0.7451623665927939,0.21284529055966764,0.005845495221717914,0.9535213486686623,0.00897011650829073,0.9141211133563653,0.08708499927794956,1.0,4.50486517920216,0.7720640556304614,-0.5488713064966937,0.21875129216930975,0.005142585223735661,0.9560422246730739,0.010689320838331988,0.9049882015513981,0.10561577823856179,1.0
4,0,0.0,6.754960149846715,-0.6844407243894447,0.2149187172226165,4.953740791151744,0.6107105140808058,-0.579387419101975,0.218090681040869,0.005098895559737155,0.9585631006774854,0.009296756899342352,0.9132979597157943,0.15036029997369735,2.0,6.667826359641818,0.018274046175330752,-0.6812165757285089,0.21552244327024675,0.0060133551298168966,0.9498975894123208,0.004123689424518576,0.9271154422788607,0.09737903656521382,3.0,7.0611321783007925,0.17869271873937803,-0.704723307034727,0.21573335448921802,0.010828191889039888,0.9100362375925635,0.01420878352943864,0.9374006909588684,0.12348588753782984,10.0,6.684869958042042,0.013151527552711234,-0.6833305085490475,0.21579800721214754,0.007786519676441892,0.9204348511107611,0.008461088706267904,0.9631769767290267,0.09076673248648652,1.0,4.480903800015023,0.860515164532615,-0.5493709934789841,0.21966563637095263,0.005781321726545913,0.9550968961714195,0.01609659946119059,0.9096868522260608,0.11061551725713666,3.0,8.842718690587946,0.5796348961975097,-0.7824748877612567,0.21119161025276445,0.005195940560036599,0.9574602174255555,0.008911971073143583,0.908340655759077,0.07934230670896801,1.0
5,0,0.0,6.754960149846715,-0.6844407243894447,0.2149187172226165,6.887458268896059,0.04622543298671151,-0.6898814038134378,0.21421074628956782,0.005526036322542705,0.9522609106664568,0.01138112527708888,0.9153130825891402,0.14128727050028903,5.0,5.148783965593292,0.46488188101908173,-0.5948224502487754,0.21883499013747038,0.005472481462998022,0.9591933196785883,0.007764736805811537,0.9178318232188254,0.07741034429292565,2.0,7.125949664866948,0.1505861194032967,-0.7089552209755491,0.21590169052213912,0.010279839690216048,0.9090909090909091,0.010978139182416441,0.9251129652565023,0.11512370580251972,8.0,7.733364496364872,0.20046400999498437,-0.7388341985662392,0.21482305892302894,0.008716511107188575,0.9194895226091067,0.008028027924733049,0.964020598396454,0.12042835180371898,2.0,11.246973090803026,1.2473806763831334,-0.885486455892102,0.2097516056878832,0.006363687437638022,0.952576020167008,0.015372935333776984,0.9220773091715013,0.14972827653014528,5.0,5.741233539816856,0.29739764243873895,-0.6282623251415468,0.21674151167687128,0.003961100003645133,0.9612415314321726,0.005857893935445293,0.9177564695912913,0.08925336541520285,1.0
6,0,0.0,6.754960149846715,-0.6844407243894447,0.2149187172226165,7.127784106373404,0.0557060379875288,-0.6990277121297753,0.212816341208619,0.005034107352935312,0.958878210178037,0.005649808278497436,0.9285368620037806,0.12921816377308054,4.0,4.4582694019178986,0.8084918907460565,-0.5469188433751798,0.21935220254880813,0.005265945423411209,0.9530486844178352,0.012317474169688446,0.9120249005931818,0.09262555780748233,1.0,7.206524366782068,0.150431141723393,-0.7132390265368701,0.2158373035781937,0.010940574655678352,0.9060973688356704,0.00992271168107838,0.9309635616974121,0.1437894602870841,7.0,7.320923377866328,0.15125567876459747,-0.7151049505854403,0.21445528830043759,0.00838565827197115,0.9204348511107611,0.00788836559656538,0.9437472133498469,0.08620499861755652,2.0,5.454491911848127,0.42285809646436795,-0.6140281327087452,0.21830865147624168,0.00568233556332463,0.9552544509216954,0.008064358487501427,0.9156847663124961,0.0862876351496539,4.0,7.17558954400941,0.07699199561468567,-0.7029020444820787,0.21321733489267175,0.005331677745418929,0.9522609106664567,0.003528867307482974,0.9116030245746692,0.12542539570841685,3.0
7,0,0.0,6.754960149846715,-0.6844407243894447,0.2149187172226165,5.873952670903074,0.2774287292901122,-0.6349262795597902,0.2161226239704064,0.004297800651660248,0.9613990861824483,0.007528102003244362,0.9246969558698911,0.09798171648006865,2.0,7.70538751757443,0.2503772999402581,-0.7321409039201551,0.2133549797070214,0.005694292909656423,0.9532062391681109,0.006361749085280394,0.9280152532429436,0.08685864471306788,3.0,8.550238245776884,0.5277221438871585,-0.7782766660086955,0.21396021519475225,0.01168763497835413,0.8975894123207815,0.009462596650158103,0.9359062642591747,0.13922251418955484,6.0,7.543605501785148,0.1543662673751283,-0.7283558500416881,0.21475425930890366,0.008302710804537714,0.9256341578698598,0.006670893416133046,0.9548346261651783,0.10110206644415863,2.0,5.441648599068666,0.42246284271924545,-0.6094948418176197,0.2169614532483005,0.005122843517504547,0.9574602174255555,0.009744436318534873,0.9101447102535689,0.0927424767365378,4.0,6.312776899737646,0.09013484788802997,-0.6620627181525985,0.2161568239497919,0.004333693138340395,0.9626595241846541,0.003856762032865734,0.9249060687047781,0.07561789953260428,2.0
8,0,0.0,6.754960149846715,-0.6844407243894447,0.2149187172226165,10.572425071447428,1.0539572747855452,-0.851613547571549,0.20849392153408688,0.00514923643875909,0.9617141956829998,0.014181521159943075,0.922250179258197,0.08118110451529326,3.0,7.490827436418289,0.20060948508371068,-0.7239521673379408,0.21438656970962572,0.0066896288960605396,0.9467464944068064,0.004780431908078679,0.9246853529756862,0.14380636686718568,5.0,7.873661615143393,0.33910328296514586,-0.7455614552499605,0.21463270550260802,0.01021411849088092,0.9068851425870489,0.009559971560545633,0.933088455772114,0.12367342946141854,11.0,14.583184040946952,2.792236408240403,-0.9997395554078748,0.2064806404823641,0.0088651792016143,0.9185441941074522,0.030053672856482062,0.955873932598918,0.12617554088558716,2.0,4.827219746717473,0.6970578837304079,-0.5748285706150176,0.21976831096091345,0.005576436334240289,0.954939341421144,0.0160921835101962,0.9188846880907372,0.10223376452462528,1.0,9.428560912260737,0.8016267412902536,-0.8085984771292677,0.21070308014155964,0.005151560873782402,0.9587206554277613,0.013996626119915702,0.9137880190339613,0.08915287253989955,4.0
9,0,0.0,6.754960149846715,-0.6844407243894447,0.2149187172226165,2.74819733489621,1.95374536263078,-0.41408604090602513,0.225231104589029,0.005958216058151818,0.9519458011659051,0.01958599557707882,0.9287292875301478,0.17006063687594386,4.0,6.04133947128914,0.17595954913554465,-0.6493025361834867,0.21747897725164714,0.00597735081551037,0.952103355916181,0.004613148599535979,0.9094066879603677,0.12110340332902708,2.0,6.883745449867151,0.1120881360097106,-0.6979579469619734,0.2167805135124217,0.01021731435305237,0.9068851425870489,0.010909425128778238,0.9174009516980641,0.1223978406314149,8.0,6.846880367338983,0.0225041136675576,-0.6928178963884798,0.2158279446755396,0.00823869526018902,0.9171262013549708,0.006221383111068946,0.957500293331595,0.11391561880830553,2.0,8.621350919471189,0.41950362307896044,-0.7720293971948566,0.21127544085812533,0.0067717765655883255,0.9508429179139752,0.009165710470734202,0.9096618212632814,0.08844699233542454,4.0,6.819158021382085,0.007963090627530235,-0.6863123018348257,0.21433190017082598,0.004613924335845498,0.9573026626752795,0.004524154405308766,0.9150024118375594,0.08252459485896631,1.0
