,XP_num,D_control,D_treated,H0_coef_univ,H0_coef,log_pvalue_init,est_cox_coef_init,est_cox_coef_se_init,log_pvalue_HI-VAE_weibull,est_cox_coef_HI-VAE_weibull,est_cox_coef_se_HI-VAE_weibull,J-S distance_HI-VAE_weibull,KS test_HI-VAE_weibull,Survival curves distance_HI-VAE_weibull,Detection XGB_HI-VAE_weibull,NNDR_HI-VAE_weibull,K-map score_HI-VAE_weibull,log_pvalue_HI-VAE_piecewise,est_cox_coef_HI-VAE_piecewise,est_cox_coef_se_HI-VAE_piecewise,J-S distance_HI-VAE_piecewise,KS test_HI-VAE_piecewise,Survival curves distance_HI-VAE_piecewise,Detection XGB_HI-VAE_piecewise,NNDR_HI-VAE_piecewise,K-map score_HI-VAE_piecewise
20,2,256,255,0.11274706999547256,0.2,2.5606133620308063,0.15644677782813068,0.08863667423814854,14.665920892605739,0.4540295560509009,0.09049839762036305,0.00568872668976064,0.9515743756786101,0.08288339674698673,0.6526706183456948,0.4243017384615104,10.0,20.436071108888946,0.5488105349336903,0.09155051644530697,0.006440423988290472,0.9474484256243213,0.08851487579701457,0.6012431116237343,0.42045410368620867,10.0
21,2,256,255,0.11274706999547256,0.2,2.5606133620308063,0.15644677782813068,0.08863667423814854,20.837964690507288,0.5544391252546421,0.09151362467779564,0.005697355926875086,0.9511400651465799,0.10337199705740216,0.5903626188085489,0.43937583340494857,8.0,21.538081384682435,0.5633857412182314,0.0913808577568425,0.0059500305590175885,0.9480998914223668,0.09796743707297097,0.5870725598444212,0.47063248510657874,11.0
22,2,256,255,0.11274706999547256,0.2,2.5606133620308063,0.15644677782813068,0.08863667423814854,11.930552321587502,0.4046926879120055,0.09036188167510206,0.006401673294626677,0.9522258414766557,0.0662028916615743,0.634835182883357,0.45642578457228206,8.0,16.793841613537776,0.4925437322004923,0.09124804129641913,0.00656583411943533,0.9504885993485342,0.08459861380151773,0.5871711651854091,0.42916158083241385,10.0
23,2,256,255,0.11274706999547256,0.2,2.5606133620308063,0.15644677782813068,0.08863667423814854,19.181611832693264,0.5304986079572204,0.09150001951594618,0.005696810022719513,0.9539630836047776,0.0971600641413074,0.579252254236297,0.40731730573706965,13.0,21.290741003856752,0.5602861596099805,0.09144928168609853,0.006905685227793442,0.940499457111835,0.10152469515807433,0.6451464398183919,0.44033872119224965,10.0
24,2,256,255,0.11274706999547256,0.2,2.5606133620308063,0.15644677782813068,0.08863667423814854,13.330280881925122,0.4308679049792091,0.09048809703428104,0.00662604969241601,0.9507057546145494,0.07498555442794567,0.6201569846797784,0.49723165058752156,13.0,14.655409076786713,0.4526383125984252,0.09026175513169929,0.004517792525894244,0.9539630836047773,0.07460761594620463,0.5741789005722221,0.4152344951160727,11.0
25,2,256,255,0.11274706999547256,0.2,2.5606133620308063,0.15644677782813068,0.08863667423814854,14.495910494610271,0.4510953671605892,0.09048242556694189,0.005887161699671025,0.9548317046688382,0.07843576453644047,0.5930392716766889,0.4825554930036599,9.0,18.448240608530337,0.5169543521088712,0.09103189392519664,0.005909369566145987,0.9494028230184582,0.09002399369633067,0.583319957845439,0.3881123132103872,10.0
26,2,256,255,0.11274706999547256,0.2,2.5606133620308063,0.15644677782813068,0.08863667423814854,12.437676695005015,0.41056776559446123,0.08959156505394508,0.0056766193761195165,0.9543973941368077,0.06043975924730831,0.594106200129649,0.41024093346343793,10.0,16.83929748136653,0.4937894848173536,0.0913187710782265,0.004783790829305392,0.9567861020629748,0.09111855999275742,0.6421270011907295,0.4799038356590665,12.0
27,2,256,255,0.11274706999547256,0.2,2.5606133620308063,0.15644677782813068,0.08863667423814854,18.512666523118963,0.5178443081337024,0.09103687990599418,0.0064604775282235535,0.9515743756786101,0.08958392597898794,0.6187460262358638,0.5116698081202845,10.0,16.238497932057307,0.4763287134349449,0.08983992356028661,0.0050345484590740746,0.9576547231270356,0.06967091176640941,0.56969002462334,0.47274804546984994,11.0
28,2,256,255,0.11274706999547256,0.2,2.5606133620308063,0.15644677782813068,0.08863667423814854,15.170919658267701,0.46388670157974327,0.09077727443031548,0.006258583071613691,0.9548317046688383,0.08184253307759631,0.6024860988243257,0.5112359750885311,9.0,14.992654888284452,0.45930502450129534,0.0904412877268182,0.007097239292117716,0.9452768729641695,0.07542842380205068,0.637023474914428,0.4564317434410539,11.0
29,2,256,255,0.11274706999547256,0.2,2.5606133620308063,0.15644677782813068,0.08863667423814854,12.8908829077997,0.4218955961273045,0.09025909553607481,0.0060943102733545355,0.9520086862106407,0.07463365595876169,0.61436819794229,0.5025923173682416,14.0,15.434587992718605,0.4666189095674438,0.09047254425978489,0.006106233298484526,0.9515743756786103,0.07620771482752796,0.6195868156260538,0.48523473993976474,10.0
30,2,256,255,0.11274706999547256,0.2,2.5606133620308063,0.15644677782813068,0.08863667423814854,15.24230369484949,0.4623347725640476,0.0902385904521307,0.00530684855175785,0.954831704668838,0.07711067265209486,0.5830580471289982,0.4355694037470075,14.0,19.5211544673209,0.5301189780915595,0.090586398424701,0.007200910682990559,0.9478827361563518,0.08411357171289793,0.6396708883439156,0.41970900601914385,11.0
31,2,256,255,0.11274706999547256,0.2,2.5606133620308063,0.15644677782813068,0.08863667423814854,19.548184862788826,0.5366870975400447,0.09164596572094805,0.005557294859919609,0.9550488599348533,0.0942715472435459,0.6059136453616918,0.3855436937673209,13.0,18.326377121366374,0.515779121344926,0.09116739357078135,0.005956273863761138,0.950271444082519,0.09055613559742401,0.5956282062288714,0.41396831951753216,13.0
32,2,256,255,0.11274706999547256,0.2,2.5606133620308063,0.15644677782813068,0.08863667423814854,17.687434008551595,0.5050385524219875,0.09095982767966637,0.0063875940366558675,0.950271444082519,0.08690545876479278,0.629331014085944,0.4128976906072783,7.0,19.969836165426386,0.5395072662234612,0.09111221950413095,0.005968214261459061,0.9502714440825188,0.0857332546715844,0.5986827943944886,0.48055146864911064,10.0
33,2,256,255,0.11274706999547256,0.2,2.5606133620308063,0.15644677782813068,0.08863667423814854,13.721066201021753,0.43917710742393146,0.09079132029747886,0.0056914015418618276,0.9557003257328991,0.07878318297713371,0.5977962794991719,0.43508649208719796,11.0,17.13532296292096,0.4933692313839446,0.09039301798105563,0.005700643414466149,0.9535287730727469,0.08202803968938069,0.5657041292308534,0.46702259376518784,11.0
34,2,256,255,0.11274706999547256,0.2,2.5606133620308063,0.15644677782813068,0.08863667423814854,13.022238205466927,0.4262086299922083,0.09067596767417463,0.006839733333460105,0.950271444082519,0.07594151198742927,0.6305634253193632,0.48397163107954067,10.0,15.470074014450029,0.4704941151780894,0.09110225571551206,0.005477137317207078,0.9507057546145495,0.08391980059650071,0.6172299302359435,0.4312224913096948,12.0
35,2,256,255,0.11274706999547256,0.2,2.5606133620308063,0.15644677782813068,0.08863667423814854,10.961127918247165,0.3834508873403078,0.08974684218222678,0.005367420668910883,0.9565689467969599,0.0652785103653214,0.5968018275271273,0.45686443685051914,10.0,21.203070997495846,0.5565116780587702,0.09101497149107415,0.0068986244428679315,0.9478827361563518,0.09998735102984373,0.6134471556247347,0.43620702174857934,12.0
36,2,256,255,0.11274706999547256,0.2,2.5606133620308063,0.15644677782813068,0.08863667423814854,19.219824494557344,0.5279193868621591,0.09095840821175973,0.0060129841837227175,0.9530944625407165,0.08950691323349161,0.6063603244457881,0.48903813977946875,8.0,16.369939704463974,0.48152520146201644,0.09043638146227162,0.0068324536800455525,0.9496199782844734,0.07827530545905327,0.6133245988286806,0.3996737570816782,11.0
37,2,256,255,0.11274706999547256,0.2,2.5606133620308063,0.15644677782813068,0.08863667423814854,16.078113427979286,0.4787224934320147,0.09078137328880337,0.005846617926987564,0.9541802388707926,0.0817473827518071,0.6079983551260468,0.4946064024422704,12.0,16.08136307282389,0.477146836898888,0.0904730574364536,0.004916888622037422,0.9504885993485341,0.07340181684096797,0.591862850857711,0.38313541933499023,7.0
38,2,256,255,0.11274706999547256,0.2,2.5606133620308063,0.15644677782813068,0.08863667423814854,15.842932937870966,0.47329748116084536,0.09047610953619922,0.00547444671415742,0.9554831704668838,0.07522824991036016,0.5868856140717599,0.47394923258816296,11.0,15.156497850810865,0.4604066868104975,0.09014859247360278,0.00565354332670549,0.958957654723127,0.07231673562160118,0.6042550848628049,0.4199154653954895,10.0
39,2,256,255,0.11274706999547256,0.2,2.5606133620308063,0.15644677782813068,0.08863667423814854,11.97399836828716,0.4036078487328445,0.08993449806139242,0.00594344469299939,0.9515743756786103,0.06609128536871912,0.6570257394156344,0.4771962019889175,12.0,18.23145451627379,0.5135627394282138,0.09101686261096702,0.00580104278577497,0.9559174809989143,0.09191944898669567,0.5956863740483185,0.4200083775170774,12.0
40,2,256,255,0.11274706999547256,0.2,2.5606133620308063,0.15644677782813068,0.08863667423814854,15.885631504954063,0.4803083688093146,0.09168053457421096,0.006309921783283869,0.9509229098805645,0.08766712007937465,0.6097066848822149,0.4361444269930391,10.0,22.983845615363855,0.5830633296476871,0.09140086650902128,0.006059769887377509,0.9520086862106406,0.10106779098228906,0.6457582906250895,0.39069193596149704,10.0
41,2,256,255,0.11274706999547256,0.2,2.5606133620308063,0.15644677782813068,0.08863667423814854,17.312804288545905,0.4990805628258163,0.09093377293100215,0.006172799560954193,0.9515743756786103,0.08700962861537051,0.6052700666534778,0.43647516547200943,9.0,15.912756239320931,0.4753245250249296,0.0906416530093141,0.006325146426659426,0.9513572204125951,0.07889546297166573,0.5957233899334212,0.5048254943333469,9.0
42,2,256,255,0.11274706999547256,0.2,2.5606133620308063,0.15644677782813068,0.08863667423814854,8.834465349501617,0.34013707269525983,0.08995505255034707,0.005514745872207288,0.9559174809989142,0.050773538794564664,0.5565095700060594,0.4300309278501512,13.0,19.182677429389418,0.5249127908186733,0.09053696559113134,0.007085261713466095,0.9485342019543974,0.08390072586046711,0.5966556303338647,0.44011053419831836,10.0
43,2,256,255,0.11274706999547256,0.2,2.5606133620308063,0.15644677782813068,0.08863667423814854,13.225890498353529,0.4240493495788483,0.08943083306660138,0.005977952413548776,0.9530944625407167,0.06354760729240268,0.5708036117550008,0.42725934981458025,12.0,15.345817145654568,0.46488058825939316,0.09040870492604576,0.005051475603487728,0.9528773072747012,0.07853850029937878,0.6234100277588033,0.4198439070787392,13.0
44,2,256,255,0.11274706999547256,0.2,2.5606133620308063,0.15644677782813068,0.08863667423814854,20.082787087440433,0.5415829204142342,0.09117278599813212,0.0063661865762243775,0.9515743756786103,0.09562940317833057,0.5148592338769381,0.47416475807098984,14.0,19.340646866620382,0.5304062402970239,0.09108280944580578,0.0059998938810024065,0.9533116178067317,0.09927925716918444,0.6162423215367752,0.4138942761751897,7.0
45,2,256,255,0.11274706999547256,0.2,2.5606133620308063,0.15644677782813068,0.08863667423814854,9.55107641145781,0.352694378045156,0.08921748460667685,0.0060106640209831854,0.9539630836047776,0.05098645358576653,0.5651803077979717,0.5091313590739814,10.0,21.52767494226009,0.5700435159781382,0.0925244075038359,0.007139875035533879,0.9459283387622148,0.09998901995358894,0.6266450294820638,0.4264241393468812,13.0
46,2,256,255,0.11274706999547256,0.2,2.5606133620308063,0.15644677782813068,0.08863667423814854,16.15012765287365,0.4824718068490036,0.09129290111700403,0.006921082911345355,0.9472312703583062,0.08494414731030588,0.6091144307205717,0.41934038551983677,9.0,16.22480237051389,0.4812725525602524,0.09083459907722409,0.0064915916713598025,0.9485342019543973,0.08052035613500846,0.6107580604422745,0.393543566159896,11.0
47,2,256,255,0.11274706999547256,0.2,2.5606133620308063,0.15644677782813068,0.08863667423814854,8.832254946180377,0.33760349003579815,0.08929166868249182,0.005752079598485008,0.9611292073832789,0.05244151807948042,0.5879030843252968,0.4686472398249074,13.0,11.295912546516016,0.3886831884031442,0.08945525903176771,0.0068524057725113646,0.9494028230184582,0.05673460945513228,0.6233876315930268,0.46190055564962085,9.0
48,2,256,255,0.11274706999547256,0.2,2.5606133620308063,0.15644677782813068,0.08863667423814854,17.58050047177055,0.5081184198437101,0.09184338686279067,0.00612421951383549,0.9530944625407166,0.09594420846463934,0.5845088209787374,0.4853684416896647,7.0,14.049871610233838,0.44207116008240177,0.09019349750167384,0.005918139126760106,0.9500542888165039,0.07808221763981638,0.642527332653983,0.47080740883807626,10.0
49,2,256,255,0.11274706999547256,0.2,2.5606133620308063,0.15644677782813068,0.08863667423814854,17.84738732098544,0.5068404512263752,0.09085283616333749,0.00627464725987951,0.9483170466883821,0.08460026852597856,0.6380260143907808,0.5160233628583688,7.0,14.609527034280708,0.4553649272222998,0.09094258265505353,0.00503271385281549,0.9596091205211724,0.08083096366665794,0.6127289230305993,0.41533810899144935,9.0
50,3,295,235,0.11274706999547256,0.2,0.170135291759827,0.017289800281908848,0.08760922988295762,6.232502373784261,0.27520572747991506,0.08916697627753792,0.0048715848153883835,0.9609406952965236,0.05643558887469237,0.6141580446422912,0.49324423251614424,3.0,22.156171956515408,0.569652860529831,0.09099698948166147,0.006354638395390323,0.9470347648261759,0.11538276321460815,0.6499239890228302,0.44651380232589066,8.0
51,3,295,235,0.11274706999547256,0.2,0.170135291759827,0.017289800281908848,0.08760922988295762,7.4456916108666364,0.30599742695680493,0.08930593432456978,0.006984741590283228,0.9529652351738243,0.06577503240458159,0.6029792873983879,0.4803356978733775,6.0,19.029789667067643,0.5262135670246736,0.09113416815854103,0.005135142561955741,0.9550102249488753,0.1107861978435694,0.6425587695261964,0.37926786563219955,7.0
52,3,295,235,0.11274706999547256,0.2,0.170135291759827,0.017289800281908848,0.08760922988295762,12.567927049638529,0.4165845905078858,0.0903665254929072,0.006087281637588488,0.9546012269938651,0.0865619707297512,0.6380505860067064,0.3926356528554909,4.0,17.398575061213418,0.5014213900807243,0.0911011638220845,0.006755771400533678,0.9468302658486708,0.10379944953381456,0.6142471484193561,0.4767040165765204,5.0
53,3,295,235,0.11274706999547256,0.2,0.170135291759827,0.017289800281908848,0.08760922988295762,15.56152880894982,0.4721378814936787,0.09110797443785698,0.006611938407424897,0.951124744376278,0.10125143449052097,0.6176097119480112,0.517341683817184,10.0,15.048250595690787,0.4592687615186363,0.09024916226173779,0.006854224449638655,0.9490797546012271,0.09189227259202536,0.6303996109568031,0.5193512602958082,7.0
54,3,295,235,0.11274706999547256,0.2,0.170135291759827,0.017289800281908848,0.08760922988295762,13.944538578556767,0.44281487761063315,0.0907282662509674,0.006452938106696168,0.9488752556237218,0.09573723646974283,0.6583885880662246,0.5359618606707184,12.0,15.137110314083273,0.4641000018113299,0.09090936716976097,0.006013708332453178,0.9531697341513292,0.10112699904950735,0.6248736181121222,0.4602443647350608,7.0
55,3,295,235,0.11274706999547256,0.2,0.170135291759827,0.017289800281908848,0.08760922988295762,12.537387662099212,0.4130480502431856,0.08971629745546124,0.0057089571850091145,0.9537832310838446,0.0831820381297107,0.6747125039356332,0.43150834372233526,7.0,22.644125974395347,0.5831983010930755,0.0920997194197612,0.0064562469513905355,0.9451942740286299,0.12237959667811046,0.6637083173570001,0.3635018705846535,2.0
56,3,295,235,0.11274706999547256,0.2,0.170135291759827,0.017289800281908848,0.08760922988295762,14.575063026203614,0.4522687423807564,0.09044594574630203,0.00660155702079803,0.9501022494887527,0.09365020296132491,0.6067686658125173,0.4264724914971839,7.0,13.528189837852683,0.43194358084898815,0.08996054335878802,0.006288089946542462,0.9464212678936605,0.08853701972481542,0.6272378556487638,0.4965746226672296,7.0
57,3,295,235,0.11274706999547256,0.2,0.170135291759827,0.017289800281908848,0.08760922988295762,11.367172862339695,0.3906449992460098,0.08958873150748174,0.006059876157989834,0.9552147239263803,0.07902848475928238,0.6632001920277318,0.3946242172438846,6.0,15.852800592227398,0.4743941528759527,0.0906302084962993,0.006208330392205094,0.9525562372188138,0.10111406980209858,0.660855178046492,0.5682243011633077,12.0
58,3,295,235,0.11274706999547256,0.2,0.170135291759827,0.017289800281908848,0.08760922988295762,12.595012245020547,0.41371488277300805,0.0896295710689385,0.006696103448852066,0.9482617586912064,0.08380310151146031,0.6660722951158661,0.5390671599974952,11.0,13.065373635604503,0.42748609253323583,0.0907636812976898,0.00493778805871894,0.9550102249488754,0.09388950604377146,0.6350210575864982,0.4323535772302481,8.0
59,3,295,235,0.11274706999547256,0.2,0.170135291759827,0.017289800281908848,0.08760922988295762,8.894090268202326,0.33731958515351235,0.08885666374094951,0.006772271345748329,0.952965235173824,0.06321946543180423,0.6257480301051269,0.37011442071024064,14.0,16.959350648682683,0.48847582838293324,0.0899924150970148,0.006448195021877656,0.9509202453987731,0.09781017049060244,0.6282107234187587,0.46319580555970125,7.0
60,3,295,235,0.11274706999547256,0.2,0.170135291759827,0.017289800281908848,0.08760922988295762,8.453225388529365,0.32941551379895345,0.08933882826087927,0.005121875346605821,0.9572597137014315,0.06627484113852852,0.562258861279707,0.39846988167436054,5.0,20.056684382456808,0.5413939860801341,0.0911842830380424,0.005450421348936596,0.9519427402862984,0.11045927963802231,0.668987001759215,0.35707433713580916,6.0
61,3,295,235,0.11274706999547256,0.2,0.170135291759827,0.017289800281908848,0.08760922988295762,13.982587485132422,0.4411690232216291,0.09025360496235556,0.007178279460322044,0.9447852760736197,0.0968704514321959,0.6355000878048882,0.4841113230705037,2.0,10.480419349985342,0.37080590848429473,0.08899852070987994,0.005210852088965948,0.9556237218813907,0.06923855347500661,0.5894568150621233,0.5226286968128527,3.0
62,3,295,235,0.11274706999547256,0.2,0.170135291759827,0.017289800281908848,0.08760922988295762,11.282866190486137,0.3893947376801969,0.0896844949136191,0.007355918368836438,0.9468302658486708,0.07656968432125014,0.6228878767946747,0.3585403196627558,6.0,20.62179706896548,0.5468007768676441,0.09071090691566182,0.006751204067535155,0.947648261758691,0.10818351153734389,0.6583041602891223,0.46256948912667634,8.0
63,3,295,235,0.11274706999547256,0.2,0.170135291759827,0.017289800281908848,0.08760922988295762,11.756398105282427,0.3978513264794193,0.08956913460478767,0.005575702257767086,0.9570552147239264,0.08214435347961158,0.6165586510675307,0.4651781845044209,9.0,17.403082915568483,0.5021098385692969,0.09121102817171622,0.006276505400409697,0.9492842535787321,0.1099806966147892,0.6399173491028834,0.47156890253496575,4.0
