,XP_num,D_control,D_treated,H0_coef_univ,H0_coef,aug_perc,log_pvalue_init,est_cox_coef_init,est_cox_coef_se_init,log_pvalue_HI-VAE_weibull,est_cox_coef_HI-VAE_weibull,est_cox_coef_se_HI-VAE_weibull,J-S distance_HI-VAE_weibull,KS test_HI-VAE_weibull,Survival curves distance_HI-VAE_weibull,Detection XGB_HI-VAE_weibull,NNDR_HI-VAE_weibull,K-map score_HI-VAE_weibull,log_pvalue_Surv-GAN,est_cox_coef_Surv-GAN,est_cox_coef_se_Surv-GAN,J-S distance_Surv-GAN,KS test_Surv-GAN,Survival curves distance_Surv-GAN,Detection XGB_Surv-GAN,NNDR_Surv-GAN,K-map score_Surv-GAN
0,0,256,248,0.0034911537882988102,0.0,0.0,0.46564906275288415,0.04325536928348549,0.08920650564070375,13.58091845270886,0.45057885409504433,0.09371739493449842,0.007528733469309443,0.9480998914223668,0.11415288732582542,0.6735133611792329,0.4133796157182874,9.0,3.5406360739843272,-0.20200413031108674,0.09264864801227059,0.009045433365380216,0.9292073832790445,0.06185604263005487,0.7809969155502801,0.3498932909916359,7.0
1,0,256,248,0.0034911537882988102,0.0,0.0,0.46564906275288415,0.04325536928348549,0.08920650564070375,11.601055840469655,0.40787005471559257,0.09253110299000346,0.006971233924237948,0.950488599348534,0.10215449703765947,0.6531480921577338,0.4248909156765728,9.0,3.456956812580768,-0.19933627458710865,0.09283203866699058,0.00841327399638254,0.9298588490770899,0.06244509402987105,0.7752196379535379,0.38475967296305486,2.0
2,0,256,248,0.0034911537882988102,0.0,0.0,0.46564906275288415,0.04325536928348549,0.08920650564070375,12.603178064226563,0.4280928073387733,0.09275723738786669,0.007042866551545255,0.9465798045602606,0.10352823252043505,0.6269072512563627,0.4207450284859106,10.0,1.6080865876407648,-0.11764275154960759,0.09189956150768655,0.00955442992036141,0.9302931596091206,0.051012189734586884,0.760584054676506,0.42064745139086007,2.0
3,0,256,248,0.0034911537882988102,0.0,0.0,0.46564906275288415,0.04325536928348549,0.08920650564070375,13.627729018807708,0.447265133787666,0.09284508674454331,0.006576463947930092,0.9461454940282302,0.10898585574864107,0.6457054107892285,0.5085569094476831,8.0,3.0853637780055334,-0.1836875304860248,0.09204816397692642,0.009081754408644139,0.9246471226927253,0.052834787341147056,0.7663255606195776,0.36329419106701744,1.0
4,0,256,248,0.0034911537882988102,0.0,0.0,0.46564906275288415,0.04325536928348549,0.08920650564070375,9.971258529001028,0.3733601290895445,0.092202706287342,0.00605730703106975,0.9565689467969597,0.08968275832148026,0.6313955050895286,0.47079573366486,10.0,3.247297923257869,-0.1911976481545157,0.09269200440201827,0.010326059394560112,0.9281216069489685,0.054865831615332504,0.754065526204136,0.35621024045601,1.0
5,0,256,248,0.0034911537882988102,0.0,0.0,0.46564906275288415,0.04325536928348549,0.08920650564070375,8.396251602478085,0.3362577951558572,0.09157228915466789,0.006254851739925891,0.9570032573289903,0.08075624429083295,0.5803269591357071,0.38466570787934273,9.0,2.750171533965968,-0.16869120509010588,0.09114496921050452,0.00869128905153155,0.9333333333333333,0.052569476784684654,0.7412875804551149,0.4023491949500596,5.0
6,0,256,248,0.0034911537882988102,0.0,0.0,0.46564906275288415,0.04325536928348549,0.08920650564070375,12.259810810144817,0.4197861445491616,0.09235780776745875,0.0061655101003663376,0.9520086862106406,0.09612517613068441,0.6548940599147203,0.45985597546964846,10.0,4.984498358117467,-0.2505898896057206,0.09286912470294824,0.010547064813543755,0.9220412595005428,0.06684811531570008,0.7755729996802324,0.43207000830187653,1.0
7,0,256,248,0.0034911537882988102,0.0,0.0,0.46564906275288415,0.04325536928348549,0.08920650564070375,5.145036248628025,0.2483349154023649,0.09028717699474184,0.005173607649812132,0.9635179153094462,0.05829395966761327,0.5957470303306295,0.46854217167007195,12.0,1.8898156200671559,-0.13187817978930677,0.09191908619759262,0.007860151053261617,0.9385450597176982,0.05578614174208956,0.7483010019795722,0.38959028008134755,1.0
8,0,256,248,0.0034911537882988102,0.0,0.0,0.46564906275288415,0.04325536928348549,0.08920650564070375,10.362236589183523,0.38146104554556176,0.09219450777117444,0.006970030063059394,0.9522258414766559,0.09287559141275586,0.5721626235366283,0.462388846464879,10.0,5.273129453345145,-0.26053605551134995,0.09331404034951798,0.008883622041433507,0.9255157437567862,0.07062749323659759,0.7843345663666824,0.3749831146552906,3.0
9,0,256,248,0.0034911537882988102,0.0,0.0,0.46564906275288415,0.04325536928348549,0.08920650564070375,14.288859189980965,0.4590489595776832,0.09286522615032901,0.005829698976418662,0.9539630836047773,0.10256485290669927,0.5735091930039355,0.4292743287020248,11.0,2.9053621648413626,-0.1773531671999782,0.09242884896506254,0.010070759475082687,0.9239956568946794,0.0576214251834327,0.7886927980152021,0.37796918672443675,2.0
