,XP_num,D_control,D_treated,H0_coef_univ,H0_coef,aug_perc,log_pvalue_init,est_cox_coef_init,est_cox_coef_se_init,log_pvalue_HI-VAE_weibull,log_pvalue_control_HI-VAE_weibull,est_cox_coef_HI-VAE_weibull,est_cox_coef_se_HI-VAE_weibull,J-S distance_HI-VAE_weibull,KS test_HI-VAE_weibull,Survival curves distance_HI-VAE_weibull,Detection XGB_HI-VAE_weibull,NNDR_HI-VAE_weibull,K-map score_HI-VAE_weibull
0,540,265.5744680851064,270,0.0034266868486105538,0.0,0.3333333333333333,1.7613706160943805,-0.17505444646254967,0.12828761633202532,0.3690793327173459,0.8626015345947247,-0.03406272937259904,0.08580532391526663,0.009935088933007711,0.9340425531914894,0.04580551090658967,0.6248999692212989,0.4068330676092194,12.0
1,540,265.5744680851064,270,0.0034266868486105538,0.0,0.3333333333333333,1.7613706160943805,-0.17505444646254967,0.12828761633202532,0.15939873776587085,1.1760186622315039,-0.015952543493557722,0.08589182658403877,0.01231675634971134,0.9255319148936171,0.025290970372183585,0.541243459526008,0.4866377764234306,10.0
2,540,265.5744680851064,270,0.0034266868486105538,0.0,0.3333333333333333,1.7613706160943805,-0.17505444646254967,0.12828761633202532,0.1640014648042088,1.4471757061206085,-0.016379609362358407,0.08588156745188487,0.011354877995914213,0.9198581560283688,0.05435411751679466,0.6264081255771006,0.4929509055630475,12.0
3,540,265.5744680851064,270,0.0034266868486105538,0.0,0.3333333333333333,1.7613706160943805,-0.17505444646254967,0.12828761633202532,1.4505466044666107,0.4096863782577698,-0.10199649916676413,0.08582063342798482,0.008866002952494975,0.9382978723404257,0.02853021531780605,0.47134502923976607,0.4865680809858892,5.0
4,540,265.5744680851064,270,0.0034266868486105538,0.0,0.3333333333333333,1.7613706160943805,-0.17505444646254967,0.12828761633202532,1.0144326557391437,2.5021910187370717,0.079574957031159,0.08742860152236474,0.00920831526338049,0.9326241134751773,0.032645270334136646,0.49799938442597724,0.41769354940214437,9.0
5,540,265.5744680851064,270,0.0034266868486105538,0.0,0.3333333333333333,1.7613706160943805,-0.17505444646254967,0.12828761633202532,0.17808041038615074,1.3835672190202444,-0.01754565653000664,0.08521877687140224,0.011872383870039017,0.9241134751773051,0.05335029994477055,0.5361957525392429,0.467547731268964,12.0
6,540,265.5744680851064,270,0.0034266868486105538,0.0,0.3333333333333333,1.7613706160943805,-0.17505444646254967,0.12828761633202532,0.6140569294503002,2.141057279684422,0.05315108065364659,0.08699003720997711,0.010755405708878032,0.9226950354609929,0.08061146633272752,0.5778393351800553,0.40905030422738164,11.0
7,540,265.5744680851064,270,0.0034266868486105538,0.0,0.3333333333333333,1.7613706160943805,-0.17505444646254967,0.12828761633202532,0.291516789502202,1.0520359661280403,-0.02782976220544346,0.08631622605910141,0.01181453471706234,0.9205673758865249,0.0530277625027267,0.5499538319482917,0.4474267807223017,7.0
8,540,265.5744680851064,270,0.0034266868486105538,0.0,0.3333333333333333,1.7613706160943805,-0.17505444646254967,0.12828761633202532,0.34757784335469694,1.3141840318592957,-0.03234173055383415,0.0858592549783684,0.009748637306773207,0.9290780141843972,0.042157612623685746,0.499507540781779,0.47371741574399057,11.0
9,540,265.5744680851064,270,0.0034266868486105538,0.0,0.3333333333333333,1.7613706160943805,-0.17505444646254967,0.12828761633202532,0.21000055910578636,1.4692129183253686,-0.02056079234323752,0.08578836504076194,0.012221262012394601,0.9163120567375886,0.0464058155784487,0.5848261003385657,0.38881993051617897,11.0
